TransactionID,ProductID,ProductName,ProductCategory,SalesQuantity,SalesPrice,DiscountAmount,FinalSalePrice,TransactionDate,TimeOfDay,SalesChannel,PaymentMethod,PaymentStatus,TransactionStatus,CustomerID,CustomerAge,CustomerGender,CustomerLocation,LoyaltyProgramMember,CustomerFeedbackRating,ReturnFlag,ReturnReason,StoreLocation,Region,PromoCodeUsed,DiscountPercentage,ShippingMethod,ShippingFee,ShippingStatus,SalesTax,CrossSellProducts,UpsellProducts
TX509876,1006,Product_1006,Furniture,2,388,36.13215266945423,351.86784733054577,2025-01-11,Evening,Mobile app,Online wallet,Paid,Completed,10266,64,Female,City_67,Yes,5,true,Changed mind,Store_24,North,false,0,None,0,In-transit,35.18678473305458,Product_1080,null
TX335313,1082,Product_1082,Toys,6,112,17.968679745537635,94.03132025446237,2024-09-28,Afternoon,In-store,Cash,Pending,Completed,10104,24,Other,City_48,Yes,3,false,Defective,Store_38,West,false,0,Standard,12,Delivered,9.403132025446238,Product_1082,Product_1595
TX142392,1008,Product_1008,Clothing,1,241,0.799573149119496,240.2004268508805,2024-11-25,Evening,In-store,Online wallet,Pending,Completed,10285,44,Male,City_81,No,3,false,Changed mind,Store_22,West,false,0,Expedited,8,In-transit,24.02004268508805,null,null
TX578961,1000,Product_1000,Furniture,2,280,34.48831736903514,245.51168263096486,2024-10-15,Afternoon,Mobile app,Cash,Pending,Returned,10497,27,Other,City_84,No,2,true,null,Store_42,East,true,19.627938134492307,Standard,17,Pending,24.551168263096486,null,Product_1549
TX700390,1035,Product_1035,Furniture,4,129,6.4789060624318875,122.52109393756811,2024-12-23,Morning,Mobile app,Credit card,Pending,Canceled,10011,26,Male,City_86,Yes,4,false,Defective,Store_32,East,false,0,None,0,Pending,12.252109393756811,null,Product_1577
TX441466,1033,Product_1033,Clothing,8,60,7.740909855820682,52.25909014417932,2024-12-07,Afternoon,Mobile app,Credit card,Refunded,Returned,10045,43,Other,City_89,Yes,3,false,Changed mind,Store_19,North,false,0,Expedited,18,In-transit,5.225909014417932,null,null
TX294095,1011,Product_1011,Electronics,4,279,46.543073106642964,232.45692689335704,2024-10-11,Evening,In-store,Cash,Paid,Returned,10380,57,Other,City_46,No,1,true,Defective,Store_9,West,false,0,Expedited,18,Delivered,23.245692689335705,null,null
TX363940,1051,Product_1051,Electronics,10,478,9.605437021810076,468.3945629781899,2024-11-05,Afternoon,In-store,Credit card,Refunded,Returned,10474,22,Female,City_3,Yes,3,true,null,Store_26,East,false,0,Standard,16,Pending,46.839456297819,Product_1096,Product_1502
TX633371,1008,Product_1008,Furniture,9,359,41.46430530759016,317.53569469240983,2024-10-19,Afternoon,In-store,Online wallet,Paid,Completed,10354,65,Male,City_66,No,1,false,Other,Store_31,West,true,11.260834337854943,Expedited,19,In-transit,31.753569469240986,null,Product_1531
TX562838,1075,Product_1075,Furniture,5,231,18.82879626436242,212.1712037356376,2024-10-15,Morning,Mobile app,Cash,Paid,Returned,10011,51,Other,City_48,No,1,false,Other,Store_23,South,false,0,None,0,In-transit,21.21712037356376,Product_1000,null
TX345164,1079,Product_1079,Furniture,8,475,22.900023859297434,452.09997614070255,2024-08-10,Morning,Mobile app,Cash,Refunded,Completed,10439,27,Other,City_86,No,2,true,Changed mind,Store_28,North,true,16.80733367564181,None,0,In-transit,45.20999761407026,Product_1011,null
TX283540,1042,Product_1042,Clothing,3,465,70.48691466582906,394.5130853341709,2024-08-07,Afternoon,Online,Online wallet,Refunded,Canceled,10081,31,Female,City_88,Yes,5,false,Changed mind,Store_30,East,true,0.2224147028044765,Standard,9,In-transit,39.45130853341709,null,Product_1560
TX493752,1002,Product_1002,Furniture,5,138,3.4022035909879236,134.59779640901206,2024-09-16,Evening,Mobile app,Cash,Pending,Canceled,10356,29,Female,City_6,No,4,true,null,Store_17,South,true,2.709515415486461,Standard,19,In-transit,13.459779640901207,null,null
TX663098,1055,Product_1055,Electronics,4,85,7.459748485581657,77.54025151441834,2024-09-20,Evening,Online,Online wallet,Refunded,Returned,10374,46,Other,City_43,No,5,false,Other,Store_26,North,true,5.826483141405083,Expedited,6,In-transit,7.754025151441835,Product_1024,Product_1586
TX711545,1047,Product_1047,Clothing,8,306,7.903087562948413,298.09691243705157,2024-11-16,Morning,Mobile app,Credit card,Pending,Canceled,10397,49,Other,City_69,Yes,5,false,Changed mind,Store_37,West,true,7.254964607557824,Standard,6,Delivered,29.80969124370516,Product_1006,Product_1544
TX911676,1009,Product_1009,Toys,6,216,11.854149069858487,204.1458509301415,2024-11-18,Evening,In-store,Credit card,Refunded,Completed,10212,39,Female,City_42,Yes,2,false,Other,Store_25,East,true,11.02093104377047,Standard,20,In-transit,20.414585093014153,null,Product_1543
TX389027,1044,Product_1044,Electronics,3,454,7.2575165282914575,446.74248347170857,2024-09-16,Evening,Online,Credit card,Pending,Canceled,10040,60,Female,City_31,Yes,3,true,Defective,Store_4,West,true,1.9114358514672292,None,0,Delivered,44.67424834717086,null,null
TX939179,1018,Product_1018,Electronics,6,479,2.975156471275716,476.02484352872426,2024-09-19,Morning,Online,Cash,Paid,Completed,10136,23,Other,City_78,Yes,1,true,Changed mind,Store_4,North,false,0,None,0,Pending,47.60248435287243,null,Product_1550
TX375322,1077,Product_1077,Furniture,8,154,2.6053159096899186,151.39468409031008,2025-01-08,Morning,Online,Online wallet,Refunded,Returned,10377,31,Female,City_56,No,4,false,Other,Store_1,East,true,3.08961344414449,Standard,15,In-transit,15.139468409031009,null,Product_1510
TX465823,1005,Product_1005,Clothing,9,369,46.96698420474599,322.033015795254,2025-01-29,Morning,Mobile app,Online wallet,Paid,Canceled,10069,20,Other,City_4,Yes,3,false,null,Store_7,East,true,17.936321031531524,None,0,Pending,32.2033015795254,Product_1026,null
TX913396,1055,Product_1055,Electronics,1,294,58.22683355242066,235.77316644757934,2024-10-26,Evening,Mobile app,Credit card,Pending,Returned,10410,42,Female,City_10,No,1,false,Other,Store_22,South,true,12.257451997205832,Expedited,20,Pending,23.577316644757936,null,null
TX420133,1065,Product_1065,Clothing,1,120,6.23397945369088,113.76602054630912,2024-08-27,Evening,Online,Cash,Paid,Canceled,10238,47,Other,City_47,No,5,false,Changed mind,Store_30,East,true,7.575711575867034,None,0,In-transit,11.376602054630913,null,Product_1560
TX344559,1095,Product_1095,Clothing,10,51,2.3785406189162988,48.6214593810837,2025-01-20,Afternoon,Online,Online wallet,Paid,Completed,10172,55,Male,City_87,No,2,true,Other,Store_16,West,true,7.976147151781856,None,0,In-transit,4.8621459381083705,Product_1015,null
TX643371,1069,Product_1069,Toys,7,60,0.16203076136297634,59.83796923863702,2024-11-07,Afternoon,Mobile app,Cash,Refunded,Completed,10190,54,Female,City_2,Yes,5,false,Defective,Store_47,South,true,19.1200334403145,Standard,20,Delivered,5.983796923863703,Product_1034,Product_1547
TX526490,1026,Product_1026,Electronics,2,151,16.366869909774444,134.63313009022556,2024-12-30,Evening,Mobile app,Online wallet,Pending,Completed,10320,41,Male,City_2,Yes,3,false,Other,Store_23,East,true,1.4334831967067374,None,0,Pending,13.463313009022556,Product_1097,null
TX602939,1088,Product_1088,Toys,9,55,9.014758446544372,45.98524155345563,2025-01-13,Evening,Mobile app,Online wallet,Paid,Completed,10213,49,Male,City_94,Yes,2,false,Changed mind,Store_22,West,false,0,Expedited,16,Delivered,4.598524155345563,Product_1069,null
TX917883,1082,Product_1082,Furniture,5,312,11.734428974357016,300.265571025643,2024-10-24,Morning,In-store,Credit card,Paid,Returned,10233,54,Female,City_82,Yes,4,true,Changed mind,Store_33,East,false,0,Expedited,7,Pending,30.0265571025643,Product_1068,null
TX553819,1006,Product_1006,Toys,10,194,24.312319331123735,169.68768066887625,2024-12-22,Evening,Online,Cash,Paid,Completed,10223,31,Other,City_38,Yes,1,false,Changed mind,Store_1,South,true,6.051790053957928,Expedited,7,In-transit,16.968768066887627,Product_1078,null
TX383841,1040,Product_1040,Clothing,5,451,30.97265443582393,420.0273455641761,2024-12-25,Afternoon,Online,Cash,Paid,Canceled,10162,64,Other,City_69,No,5,false,null,Store_24,North,true,5.532146659304209,None,0,Pending,42.00273455641761,null,Product_1598
TX242092,1043,Product_1043,Toys,6,267,18.234477459564154,248.76552254043585,2024-11-20,Afternoon,Online,Online wallet,Pending,Returned,10491,33,Female,City_22,Yes,5,false,Defective,Store_41,East,true,1.6563799964135661,Expedited,8,In-transit,24.876552254043588,Product_1097,Product_1549
TX818028,1055,Product_1055,Electronics,2,251,15.848223192795832,235.15177680720416,2024-11-18,Evening,Online,Cash,Paid,Canceled,10123,25,Male,City_21,No,1,true,Other,Store_20,South,false,0,None,0,Pending,23.515177680720416,null,Product_1567
TX479279,1041,Product_1041,Furniture,5,315,20.908409369507954,294.091590630492,2025-01-05,Evening,Online,Cash,Pending,Returned,10057,25,Female,City_27,No,2,false,Other,Store_46,South,false,0,Standard,14,In-transit,29.409159063049202,null,Product_1582
TX880196,1069,Product_1069,Electronics,4,498,84.34341557435586,413.65658442564416,2024-10-18,Afternoon,Mobile app,Online wallet,Pending,Returned,10163,41,Male,City_45,No,4,false,null,Store_31,North,false,0,Expedited,15,Delivered,41.36565844256442,null,Product_1575
TX316677,1095,Product_1095,Clothing,3,178,13.420853949745046,164.57914605025496,2024-09-29,Morning,Online,Credit card,Paid,Returned,10288,42,Other,City_74,No,3,false,null,Store_28,West,false,0,Standard,16,Pending,16.457914605025497,Product_1098,Product_1555
TX925259,1081,Product_1081,Toys,8,336,47.66033121443694,288.33966878556305,2024-09-27,Evening,In-store,Cash,Pending,Returned,10445,45,Male,City_45,Yes,1,false,Other,Store_23,South,true,4.169778359542018,None,0,Pending,28.833966878556307,Product_1061,Product_1548
TX110775,1016,Product_1016,Electronics,7,252,45.04306520566616,206.95693479433385,2024-09-11,Evening,Mobile app,Cash,Refunded,Completed,10474,55,Other,City_79,Yes,5,false,Defective,Store_7,North,true,19.016994276026708,Expedited,15,In-transit,20.695693479433388,null,Product_1536
TX863031,1082,Product_1082,Electronics,3,472,41.134865248700876,430.86513475129914,2025-01-27,Evening,In-store,Credit card,Paid,Returned,10311,37,Other,City_39,No,2,true,null,Store_15,West,true,1.3914326035351188,Standard,7,Pending,43.08651347512992,Product_1013,Product_1597
TX186091,1092,Product_1092,Electronics,9,467,79.1110978966825,387.8889021033175,2024-10-07,Evening,Online,Online wallet,Refunded,Completed,10470,40,Male,City_41,No,5,true,Other,Store_44,East,true,0.3157441705082542,Expedited,18,Delivered,38.78889021033175,Product_1077,null
TX792359,1018,Product_1018,Furniture,2,217,31.062276658478925,185.93772334152106,2024-10-07,Morning,In-store,Online wallet,Pending,Completed,10394,19,Female,City_68,Yes,2,false,Other,Store_15,West,false,0,Standard,8,Delivered,18.593772334152106,null,Product_1592
TX231984,1076,Product_1076,Furniture,10,241,33.87914923944218,207.12085076055783,2025-01-21,Morning,Online,Cash,Pending,Completed,10481,34,Other,City_19,Yes,4,false,Defective,Store_1,South,false,0,None,0,Pending,20.712085076055786,null,Product_1530
TX810377,1061,Product_1061,Clothing,5,498,10.422044080066316,487.5779559199337,2024-09-30,Morning,Online,Credit card,Refunded,Canceled,10434,62,Other,City_80,Yes,4,true,null,Store_45,South,true,12.30029346392499,Standard,8,Delivered,48.75779559199337,Product_1023,Product_1554
TX142897,1025,Product_1025,Electronics,9,480,82.74120507090532,397.2587949290947,2024-08-16,Afternoon,Mobile app,Cash,Refunded,Canceled,10434,20,Male,City_65,No,1,true,Defective,Store_34,West,false,0,Expedited,15,Pending,39.72587949290947,Product_1026,null
TX728758,1060,Product_1060,Clothing,7,245,26.538468924874092,218.46153107512592,2024-08-12,Evening,Mobile app,Online wallet,Paid,Completed,10430,24,Male,City_39,No,4,false,Defective,Store_30,West,false,0,None,0,Pending,21.846153107512592,null,Product_1581
TX798606,1091,Product_1091,Furniture,8,365,60.217864648470815,304.7821353515292,2024-11-23,Evening,Mobile app,Online wallet,Refunded,Canceled,10108,25,Other,City_87,Yes,3,false,Other,Store_9,East,false,0,Standard,10,Delivered,30.478213535152918,Product_1027,Product_1578
TX500017,1026,Product_1026,Clothing,5,238,21.34659494535518,216.65340505464482,2024-08-23,Morning,Mobile app,Online wallet,Pending,Completed,10364,22,Female,City_27,No,5,true,Other,Store_34,East,true,13.454680506364037,Expedited,10,In-transit,21.665340505464485,null,null
TX909245,1081,Product_1081,Toys,8,447,8.9495228350056,438.0504771649944,2025-01-11,Afternoon,Mobile app,Cash,Paid,Canceled,10117,37,Male,City_5,Yes,1,true,Other,Store_12,East,true,12.659474360779901,None,0,Pending,43.805047716499445,Product_1062,null
TX730004,1032,Product_1032,Toys,3,172,23.80186826040152,148.19813173959847,2024-10-10,Evening,Mobile app,Cash,Refunded,Completed,10273,44,Male,City_80,Yes,2,false,Changed mind,Store_10,East,true,10.448831660748287,Expedited,20,Delivered,14.819813173959847,Product_1064,Product_1522
TX850869,1071,Product_1071,Clothing,2,108,10.117405106306476,97.88259489369352,2024-12-26,Morning,In-store,Credit card,Pending,Returned,10311,47,Other,City_72,Yes,3,false,Other,Store_16,East,false,0,Expedited,11,In-transit,9.788259489369352,null,null
TX810671,1090,Product_1090,Furniture,8,98,6.5925978369771725,91.40740216302282,2024-11-09,Afternoon,Online,Cash,Refunded,Returned,10356,32,Other,City_27,Yes,1,false,Defective,Store_31,East,true,12.279924663627934,None,0,Pending,9.140740216302282,Product_1055,Product_1543
TX882916,1037,Product_1037,Furniture,6,353,21.182879688483325,331.81712031151665,2024-08-11,Evening,In-store,Cash,Refunded,Completed,10119,56,Other,City_4,Yes,1,false,Other,Store_10,West,false,0,Expedited,6,In-transit,33.18171203115167,Product_1036,Product_1576
TX591087,1079,Product_1079,Electronics,8,444,87.67840224994009,356.32159775005994,2024-11-14,Evening,Mobile app,Online wallet,Paid,Canceled,10033,42,Other,City_64,No,4,false,null,Store_49,West,false,0,None,0,Delivered,35.632159775005995,Product_1098,Product_1510
TX535671,1065,Product_1065,Electronics,3,52,1.8553739222695045,50.14462607773049,2025-01-02,Afternoon,In-store,Online wallet,Paid,Canceled,10240,63,Other,City_49,Yes,3,true,Defective,Store_31,East,true,13.462209897105646,Standard,5,In-transit,5.01446260777305,null,null
TX189637,1060,Product_1060,Clothing,6,104,9.857802530710199,94.1421974692898,2024-09-26,Morning,Online,Cash,Refunded,Canceled,10458,35,Male,City_10,Yes,2,true,Defective,Store_33,South,false,0,Expedited,19,Delivered,9.41421974692898,Product_1009,null
TX266750,1088,Product_1088,Toys,10,382,3.8424221395710476,378.15757786042894,2024-10-18,Afternoon,In-store,Cash,Paid,Returned,10421,43,Female,City_81,No,5,false,Other,Store_32,East,true,9.733246288966555,Expedited,10,Pending,37.815757786042894,Product_1043,Product_1547
TX784720,1030,Product_1030,Toys,10,227,44.08857146681554,182.91142853318445,2024-12-08,Afternoon,Mobile app,Credit card,Paid,Returned,10254,50,Female,City_75,Yes,4,false,Changed mind,Store_18,East,false,0,Expedited,6,Pending,18.291142853318444,null,Product_1530
TX851416,1008,Product_1008,Electronics,2,455,58.860781804235,396.139218195765,2025-01-02,Evening,Mobile app,Credit card,Pending,Returned,10198,25,Female,City_85,No,1,false,Other,Store_31,South,false,0,None,0,Delivered,39.613921819576504,Product_1086,null
TX672682,1071,Product_1071,Toys,9,247,20.028335772668058,226.97166422733193,2024-12-08,Morning,In-store,Credit card,Pending,Returned,10059,29,Male,City_41,No,2,true,Defective,Store_26,West,false,0,None,0,Delivered,22.697166422733194,null,null
TX681444,1042,Product_1042,Clothing,5,447,62.11990354828309,384.8800964517169,2024-11-28,Evening,Mobile app,Cash,Refunded,Canceled,10031,33,Male,City_49,No,1,false,null,Store_22,West,false,0,Standard,7,Delivered,38.488009645171694,null,Product_1546
TX637286,1081,Product_1081,Clothing,6,118,1.9197628782416896,116.08023712175832,2024-12-28,Evening,Mobile app,Credit card,Pending,Returned,10472,26,Other,City_19,Yes,4,true,Defective,Store_22,South,true,5.692688035693778,None,0,In-transit,11.608023712175832,null,Product_1594
TX698268,1034,Product_1034,Clothing,6,213,34.60867604483551,178.3913239551645,2024-09-23,Evening,Mobile app,Cash,Paid,Canceled,10029,26,Female,City_98,Yes,3,false,Other,Store_2,East,true,8.452397448266797,Standard,9,In-transit,17.83913239551645,Product_1024,null
TX374562,1073,Product_1073,Toys,4,181,7.544823260636578,173.45517673936342,2024-11-30,Afternoon,Mobile app,Online wallet,Paid,Completed,10134,38,Female,City_31,No,3,false,Other,Store_29,South,true,0.5090555752910442,Standard,5,Delivered,17.345517673936342,null,Product_1583
TX978022,1098,Product_1098,Toys,1,234,27.17100028298749,206.82899971701252,2024-09-29,Morning,Mobile app,Cash,Refunded,Canceled,10286,44,Male,City_51,No,4,false,Changed mind,Store_21,East,true,11.206375414841858,Standard,7,In-transit,20.682899971701254,Product_1004,Product_1582
TX984297,1004,Product_1004,Electronics,7,358,49.92007375896851,308.0799262410315,2024-11-08,Morning,Mobile app,Credit card,Refunded,Canceled,10375,39,Male,City_37,No,2,true,Defective,Store_10,North,true,12.934153192010463,Standard,15,Pending,30.80799262410315,null,null
TX553938,1026,Product_1026,Furniture,8,326,5.407742198430483,320.59225780156953,2025-01-17,Afternoon,Mobile app,Credit card,Pending,Canceled,10455,48,Female,City_81,No,2,true,Changed mind,Store_40,South,false,0,Expedited,9,In-transit,32.05922578015696,Product_1013,null
TX119743,1076,Product_1076,Electronics,10,360,42.257934171156364,317.74206582884364,2024-10-30,Morning,In-store,Online wallet,Refunded,Returned,10415,56,Female,City_92,Yes,2,true,Defective,Store_30,West,false,0,Expedited,7,Delivered,31.774206582884364,Product_1064,Product_1509
TX109147,1095,Product_1095,Clothing,9,258,9.19777863292022,248.80222136707977,2025-01-29,Evening,Mobile app,Credit card,Refunded,Returned,10223,58,Female,City_66,No,3,true,Defective,Store_30,South,false,0,None,0,Pending,24.880222136707978,Product_1099,Product_1514
TX195880,1023,Product_1023,Toys,5,415,12.518275563257486,402.4817244367425,2024-08-19,Morning,Online,Credit card,Paid,Returned,10224,46,Other,City_49,Yes,5,true,null,Store_50,East,true,1.8825539151683701,Expedited,14,In-transit,40.24817244367426,null,null
TX237520,1054,Product_1054,Furniture,3,322,9.648259247145774,312.3517407528542,2024-12-08,Morning,Online,Cash,Refunded,Canceled,10130,54,Male,City_73,No,1,false,Defective,Store_22,West,false,0,Standard,8,Pending,31.23517407528542,null,Product_1583
TX981165,1059,Product_1059,Toys,3,202,33.3941111934054,168.6058888065946,2024-09-14,Afternoon,Online,Online wallet,Paid,Canceled,10003,63,Male,City_28,Yes,2,false,Changed mind,Store_10,West,false,0,Standard,14,Delivered,16.86058888065946,Product_1088,null
TX274049,1051,Product_1051,Furniture,5,133,18.611210266006236,114.38878973399376,2024-12-26,Evening,Online,Online wallet,Pending,Returned,10160,19,Other,City_59,No,5,false,null,Store_15,North,true,8.840417984333282,None,0,Pending,11.438878973399376,Product_1029,Product_1500
TX894254,1064,Product_1064,Toys,2,398,19.677854491827627,378.32214550817235,2024-10-23,Afternoon,In-store,Cash,Refunded,Completed,10347,30,Male,City_72,No,4,true,Other,Store_19,South,false,0,Expedited,17,In-transit,37.832214550817234,Product_1024,Product_1585
TX574590,1064,Product_1064,Clothing,10,101,11.415028022969562,89.58497197703043,2025-01-29,Afternoon,In-store,Credit card,Paid,Completed,10291,25,Other,City_83,Yes,4,false,null,Store_46,East,false,0,None,0,In-transit,8.958497197703045,Product_1055,null
TX461014,1022,Product_1022,Electronics,5,305,0.23439497397820253,304.7656050260218,2024-12-03,Evening,In-store,Credit card,Refunded,Returned,10134,65,Female,City_77,No,5,false,Changed mind,Store_44,South,false,0,Standard,20,Delivered,30.47656050260218,Product_1045,null
TX934636,1026,Product_1026,Electronics,3,159,23.516817074472492,135.4831829255275,2024-12-15,Morning,Online,Cash,Refunded,Returned,10245,64,Male,City_57,No,3,false,Changed mind,Store_19,East,false,0,Expedited,17,In-transit,13.54831829255275,Product_1016,null
TX315048,1042,Product_1042,Toys,6,69,6.246573787911669,62.75342621208833,2024-11-30,Afternoon,Online,Online wallet,Pending,Returned,10435,47,Other,City_50,Yes,2,true,Changed mind,Store_25,North,true,13.398421257076713,None,0,In-transit,6.275342621208833,null,Product_1586
TX533341,1062,Product_1062,Toys,10,303,38.27510947864042,264.7248905213596,2024-10-11,Evening,In-store,Credit card,Paid,Canceled,10266,28,Other,City_46,No,3,true,Other,Store_2,West,false,0,None,0,In-transit,26.472489052135963,null,Product_1534
TX148435,1002,Product_1002,Toys,8,150,3.3515676293102796,146.64843237068973,2024-12-25,Morning,In-store,Cash,Refunded,Returned,10362,48,Male,City_59,Yes,3,false,Other,Store_22,South,true,7.514412749929107,Standard,7,In-transit,14.664843237068974,Product_1004,Product_1554
TX609092,1066,Product_1066,Clothing,8,211,15.334307499918248,195.66569250008175,2024-12-30,Afternoon,Mobile app,Credit card,Pending,Returned,10087,36,Male,City_44,No,4,true,null,Store_43,West,false,0,Expedited,19,Pending,19.566569250008175,null,null
TX437708,1013,Product_1013,Clothing,7,110,20.396632165067572,89.60336783493243,2024-08-30,Afternoon,Online,Credit card,Pending,Returned,10268,64,Male,City_74,No,1,false,Defective,Store_2,South,false,0,Standard,19,Pending,8.960336783493243,Product_1032,null
